,run,time,size,pattern,sparsity,algorithm,gflops,rel_error
4514,13,213.358597,8192,blockrandom,0.8,cuSPARSE CSR,5153.350477721786,0.003935
4515,7,165.487549,4096,blockrandom,0.7,Dense on GPU Coalescence,830.5093301732326,inf
4516,7,19.546112,4096,blockrandom,0.7,Dense WMMA,7031.523889354568,0.058609
4517,7,78.351357,4096,blockrandom,0.7,SpMM 1 Co,1754.1362234734493,0.0
4518,7,4.942848,4096,blockrandom,0.7,SpMM with Tensors,27805.620053863684,0.058609
4519,7,37.684479,4096,blockrandom,0.7,cuBLAS GeMM,3647.0970839745455,0.058609
4520,7,10.791936,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12735.338077616472,0.058609
4521,7,42.894718,4096,blockrandom,0.7,cuSPARSE CSR,3204.0997092462526,0.001757
4522,25,1618.124146,8192,blockrandom,0.4,Dense on GPU Coalescence,679.4976952133065,inf
4523,25,849.192871,8192,blockrandom,0.4,Dense WMMA,1294.7725603033236,0.490422
4524,25,1261.71582,8192,blockrandom,0.4,SpMM 1 Co,871.441580066738,0.0
4525,25,155.76474,8192,blockrandom,0.4,SpMM with Tensors,7058.7966684629655,0.490422
4526,25,71.100418,8192,blockrandom,0.4,cuBLAS GeMM,15464.207647499345,0.087916
4527,25,43.131905,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25491.84015350122,0.087916
4528,25,676.150269,8192,blockrandom,0.4,cuSPARSE CSR,1626.1350149311263,0.007143
4529,24,166.748444,4096,blockrandom,0.8,Dense on GPU Coalescence,824.2293011861628,inf
4530,24,19.539968,4096,blockrandom,0.8,Dense WMMA,7033.734828634315,0.037665
4531,24,52.769951,4096,blockrandom,0.8,SpMM 1 Co,2604.4927248842814,0.0
4532,24,3.36384,4096,blockrandom,0.8,SpMM with Tensors,40857.75585996956,0.037665
4533,24,37.262337,4096,blockrandom,0.8,cuBLAS GeMM,3688.414751656612,0.037665
4534,24,10.73552,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,12802.263278537044,0.037665
4535,24,30.166016,4096,blockrandom,0.8,cuSPARSE CSR,4556.085678400489,0.001385
4536,13,1613.842407,8192,blockrandom,0.3,Dense on GPU Coalescence,681.3004931627131,inf
4537,13,843.630981,8192,blockrandom,0.3,Dense WMMA,1303.3087363300613,0.579925
4538,13,1469.150024,8192,blockrandom,0.3,SpMM 1 Co,748.3998297072485,0.0
4539,13,247.684067,8192,blockrandom,0.3,SpMM with Tensors,4439.1697903442455,0.579925
4540,13,70.184959,8192,blockrandom,0.3,cuBLAS GeMM,15665.915367650212,0.107375
4541,13,43.087872,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25517.891154522553,0.107375
4542,13,794.329529,8192,blockrandom,0.3,cuSPARSE CSR,1384.2008733581904,0.007723
4543,28,431.886322,5376,blockrandom,0.4,Dense on GPU Coalescence,719.5124710432483,inf
4544,28,246.606842,5376,blockrandom,0.4,Dense WMMA,1260.0931597510178,0.207482
4545,28,374.033417,5376,blockrandom,0.4,SpMM 1 Co,830.8016894437002,0.0
4546,28,36.271999,5376,blockrandom,0.4,SpMM with Tensors,8567.148305005192,0.207482
4547,28,44.041153,5376,blockrandom,0.4,cuBLAS GeMM,7055.846034548641,0.207482
4548,28,16.633888,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18681.59715587841,0.207482
4549,28,189.887833,5376,blockrandom,0.4,cuSPARSE CSR,1636.4797567203793,0.003662
4550,22,168.510498,4096,blockrandom,0.7,Dense on GPU Coalescence,815.6106302172343,inf
4551,22,19.527679,4096,blockrandom,0.7,Dense WMMA,7038.1612413846005,0.058637
4552,22,78.165215,4096,blockrandom,0.7,SpMM 1 Co,1758.3135090461915,0.0
4553,22,4.937728,4096,blockrandom,0.7,SpMM with Tensors,27834.452094566568,0.058637
4554,22,38.024353,4096,blockrandom,0.7,cuBLAS GeMM,3614.498147332053,0.058637
4555,22,11.1552,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12320.617601835915,0.058637
4556,22,43.128834,4096,blockrandom,0.7,cuSPARSE CSR,3186.706913337838,0.001756
4557,14,5.280768,1280,blockrandom,0.5,Dense on GPU Coalescence,794.2602288152026,inf
4558,14,0.689536,1280,blockrandom,0.5,Dense WMMA,6082.791906441433,0.009188
4559,14,3.524608,1280,blockrandom,0.5,SpMM 1 Co,1190.0058105752469,0.0
4560,14,0.27648,1280,blockrandom,0.5,SpMM with Tensors,15170.37037037037,0.009188
4561,14,33.720577,1280,blockrandom,0.5,cuBLAS GeMM,124.38411122087264,0.00432
4562,14,6.315008,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,664.1803145775904,0.00432
4563,14,7.134208,1280,blockrandom,0.5,cuSPARSE CSR,587.9144538538826,0.000397
4564,22,166.901062,4096,blockrandom,0.9,Dense on GPU Coalescence,823.4756077945148,inf
4565,22,19.523264,4096,blockrandom,0.9,Dense WMMA,7039.752854440733,0.017703
4566,22,27.23328,4096,blockrandom,0.9,SpMM 1 Co,5046.727881180673,0.0
4567,22,1.917952,4096,blockrandom,0.9,SpMM with Tensors,71659.2247730913,0.017703
4568,22,62.69952,4096,blockrandom,0.9,cuBLAS GeMM,2192.0256083619142,0.017703
4569,22,10.759264,4096,blockrandom,0.9,cuBLAS GeMM with Tensors,12774.010701103718,0.017703
4570,22,17.888927,4096,blockrandom,0.9,cuSPARSE CSR,7682.906496963177,0.000976
4571,25,166.700027,4096,blockrandom,0.6,Dense on GPU Coalescence,824.4686935293657,inf
4572,25,19.53104,4096,blockrandom,0.6,Dense WMMA,7036.95007905365,0.078232
4573,25,104.611038,4096,blockrandom,0.6,SpMM 1 Co,1313.809289149774,0.0
4574,25,6.6048,4096,blockrandom,0.6,SpMM with Tensors,20808.95007751938,0.078232
4575,25,36.772865,4096,blockrandom,0.6,cuBLAS GeMM,3737.5100763021865,0.078232
4576,25,10.848256,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12669.221068529356,0.078232
4577,25,56.564129,4096,blockrandom,0.6,cuSPARSE CSR,2429.7899729349674,0.00197
4578,11,167.518112,4096,blockrandom,0.7,Dense on GPU Coalescence,820.4423499710884,inf
4579,11,19.53616,4096,blockrandom,0.7,Dense WMMA,7035.10584843695,0.058627
4580,11,78.264381,4096,blockrandom,0.7,SpMM 1 Co,1756.0856128409168,0.0
4581,11,4.916224,4096,blockrandom,0.7,SpMM with Tensors,27956.202457821288,0.058627
4582,11,36.74147,4096,blockrandom,0.7,cuBLAS GeMM,3740.703719040093,0.058627
4583,11,10.618976,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12942.769008235822,0.058627
4584,11,42.833118,4096,blockrandom,0.7,cuSPARSE CSR,3208.7076516820466,0.001755
4585,24,5.373984,1280,blockrandom,0.3,Dense on GPU Coalescence,780.4831573744916,inf
4586,24,0.68544,1280,blockrandom,0.3,Dense WMMA,6119.140989729225,0.012626
4587,24,4.866432,1280,blockrandom,0.3,SpMM 1 Co,861.8848470501591,0.0
4588,24,0.360448,1280,blockrandom,0.3,SpMM with Tensors,11636.363636363636,0.012626
4589,24,33.775616,1280,blockrandom,0.3,cuBLAS GeMM,124.18142129517342,0.006012
4590,24,6.509568,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,644.3290860468775,0.006012
4591,24,7.843808,1280,blockrandom,0.3,cuSPARSE CSR,534.7280300588694,0.000438
4592,25,1616.80896,8192,blockrandom,0.5,Dense on GPU Coalescence,680.0504295671394,inf
4593,25,852.398071,8192,blockrandom,0.5,Dense WMMA,1289.9039371195386,0.37632
4594,25,1046.887207,8192,blockrandom,0.5,SpMM 1 Co,1050.267517287562,0.0
4595,25,131.097595,8192,blockrandom,0.5,SpMM with Tensors,8386.97023981256,0.37632
4596,25,70.524323,8192,blockrandom,0.5,cuBLAS GeMM,15590.530770157127,0.075851
4597,25,43.280544,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25404.293157128523,0.075851
4598,25,555.647644,8192,blockrandom,0.5,cuSPARSE CSR,1978.7929268642772,0.00578
4599,8,5.283104,1280,blockrandom,0.7,Dense on GPU Coalescence,793.9090352944027,inf
4600,8,0.681248,1280,blockrandom,0.7,Dense WMMA,6156.794588754756,0.005211
4601,8,2.18624,1280,blockrandom,0.7,SpMM 1 Co,1918.5011709601874,0.0
4602,8,0.191744,1280,blockrandom,0.7,SpMM with Tensors,21874.499332443258,0.005211
4603,8,33.953793,1280,blockrandom,0.7,cuBLAS GeMM,123.52976293399679,0.002394
4604,8,6.41024,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,654.3130990415335,0.002394
4605,8,6.411264,1280,blockrandom,0.7,cuSPARSE CSR,654.2085928765373,0.0003
4606,18,166.888412,4096,blockrandom,0.4,Dense on GPU Coalescence,823.5380265467443,inf
4607,18,19.545088,4096,blockrandom,0.4,Dense WMMA,7031.892282705507,0.120805
4608,18,167.035202,4096,blockrandom,0.4,SpMM 1 Co,822.8143039692915,0.0
4609,18,13.04608,4096,blockrandom,0.4,SpMM with Tensors,10534.885074443817,0.120805
4610,18,37.683842,4096,blockrandom,0.4,cuBLAS GeMM,3647.158733761807,0.120805
4611,18,11.174912,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12298.884633006506,0.120805
4612,18,84.861984,4096,blockrandom,0.4,cuSPARSE CSR,1619.5585702073615,0.002516
4613,24,167.623718,4096,blockrandom,0.4,Dense on GPU Coalescence,819.9254563247428,inf
4614,24,19.545088,4096,blockrandom,0.4,Dense WMMA,7031.892282705507,0.12075
4615,24,166.476807,4096,blockrandom,0.4,SpMM 1 Co,825.5741802640413,0.0
4616,24,12.97408,4096,blockrandom,0.4,SpMM with Tensors,10593.348697711128,0.12075
4617,24,38.502399,4096,blockrandom,0.4,cuBLAS GeMM,3569.6205182435515,0.12075
4618,24,10.740608,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12796.198639034215,0.12075
4619,24,85.001213,4096,blockrandom,0.4,cuSPARSE CSR,1616.9057901797237,0.002517
4620,14,434.405365,5376,blockrandom,0.9,Dense on GPU Coalescence,715.3401403134144,inf
4621,14,250.620926,5376,blockrandom,0.9,Dense WMMA,1239.9108075755812,0.031023
4622,14,66.013184,5376,blockrandom,0.9,SpMM 1 Co,4707.3565600471575,0.0
4623,14,5.719136,5376,blockrandom,0.9,SpMM with Tensors,54334.709779938785,0.031023
4624,14,43.991104,5376,blockrandom,0.9,cuBLAS GeMM,7063.873522064825,0.031023
4625,14,17.132544,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18137.85476062399,0.031023
4626,14,33.887234,5376,blockrandom,0.9,cuSPARSE CSR,9170.048955662773,0.001459
4627,13,440.503296,5376,blockrandom,0.3,Dense on GPU Coalescence,705.4376155042436,inf
4628,13,245.226501,5376,blockrandom,0.3,Dense WMMA,1267.1860238792055,0.229918
4629,13,440.629211,5376,blockrandom,0.3,SpMM 1 Co,705.2360283757946,0.0
4630,13,40.132607,5376,blockrandom,0.3,SpMM with Tensors,7743.020401141645,0.229918
4631,13,43.645664,5376,blockrandom,0.3,cuBLAS GeMM,7119.781583618478,0.229918
4632,13,16.435104,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,18907.552684303064,0.229918
4633,13,222.281631,5376,blockrandom,0.3,cuSPARSE CSR,1397.990438319215,0.003673
4634,29,166.991943,4096,blockrandom,0.5,Dense on GPU Coalescence,823.02745271968,inf
4635,29,19.529057,4096,blockrandom,0.5,Dense WMMA,7037.664618009973,0.093349
4636,29,134.741089,4096,blockrandom,0.5,SpMM 1 Co,1020.0225817679119,0.0
4637,29,9.54368,4096,blockrandom,0.5,SpMM with Tensors,14401.043776824034,0.093349
4638,29,37.723232,4096,blockrandom,0.5,cuBLAS GeMM,3643.350428510473,0.093349
4639,29,10.6496,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12905.55076923077,0.093349
4640,29,70.880447,4096,blockrandom,0.5,cuSPARSE CSR,1939.0249256187676,0.002068
4641,6,5.302592,1280,blockrandom,0.5,Dense on GPU Coalescence,790.9912737016161,inf
4642,6,0.6912,1280,blockrandom,0.5,Dense WMMA,6068.148148148148,0.009233
4643,6,3.546112,1280,blockrandom,0.5,SpMM 1 Co,1182.789488882472,0.0
4644,6,0.273408,1280,blockrandom,0.5,SpMM with Tensors,15340.823970037452,0.009233
4645,6,35.09248,1280,blockrandom,0.5,cuBLAS GeMM,119.52144733002626,0.004331
4646,6,6.38384,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,657.0189729065892,0.004331
4647,6,7.241728,1280,blockrandom,0.5,cuSPARSE CSR,579.1855203619909,0.000397
4648,0,432.056152,5376,blockrandom,0.5,Dense on GPU Coalescence,719.2296494646372,inf
4649,0,240.408356,5376,blockrandom,0.5,Dense WMMA,1292.58233749579,0.176086
4650,0,317.117432,5376,blockrandom,0.5,SpMM 1 Co,979.9133172597084,0.0
4651,0,31.824896,5376,blockrandom,0.5,SpMM with Tensors,9764.292544805174,0.176086
4652,0,43.884094,5376,blockrandom,0.5,cuBLAS GeMM,7081.098558215649,0.176086
4653,0,16.850113,5376,blockrandom,0.5,cuBLAS GeMM with Tensors,18441.870078378703,0.176086
4654,0,156.498245,5376,blockrandom,0.5,cuSPARSE CSR,1985.6299011659844,0.003487
4655,19,1619.525635,8192,blockrandom,0.6,Dense on GPU Coalescence,678.9096782503229,inf
4656,19,852.236267,8192,blockrandom,0.6,Dense WMMA,1290.1488358931808,0.319537
4657,19,862.371155,8192,blockrandom,0.6,SpMM 1 Co,1274.9865546882768,0.0
4658,19,105.367554,8192,blockrandom,0.6,SpMM with Tensors,10435.011405655294,0.319537
4659,19,70.933601,8192,blockrandom,0.6,cuBLAS GeMM,15500.57535886272,0.06146
4660,19,43.060223,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25534.276210692173,0.06146
4661,19,440.692566,8192,blockrandom,0.6,cuSPARSE CSR,2494.9629574100873,0.005582
4662,28,166.638184,4096,blockrandom,0.6,Dense on GPU Coalescence,824.7746715242648,inf
4663,28,19.546112,4096,blockrandom,0.6,Dense WMMA,7031.523889354568,0.078263
4664,28,104.714241,4096,blockrandom,0.6,SpMM 1 Co,1312.5144408199453,0.0
4665,28,6.624256,4096,blockrandom,0.6,SpMM with Tensors,20747.832431596846,0.078263
4666,28,40.023457,4096,blockrandom,0.6,cuBLAS GeMM,3433.960076761985,0.078263
4667,28,10.662048,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12890.483467341359,0.078263
4668,28,56.704865,4096,blockrandom,0.6,cuSPARSE CSR,2423.7594688215904,0.00197
4669,18,166.564194,4096,blockrandom,0.5,Dense on GPU Coalescence,825.1410472529288,inf
4670,18,19.607519,4096,blockrandom,0.5,Dense WMMA,7009.502501157846,0.093399
4671,18,134.999268,4096,blockrandom,0.5,SpMM 1 Co,1018.0718422265816,0.0
4672,18,33.512447,4096,blockrandom,0.5,SpMM with Tensors,4101.1315429159795,0.093399
4673,18,40.302593,4096,blockrandom,0.5,cuBLAS GeMM,3410.176448746114,0.093399
4674,18,10.991616,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12503.980622321595,0.093399
4675,18,70.733826,4096,blockrandom,0.5,cuSPARSE CSR,1943.0442440933423,0.002069
4676,14,167.086273,4096,blockrandom,0.6,Dense on GPU Coalescence,822.5628054555983,inf
4677,14,19.527073,4096,blockrandom,0.6,Dense WMMA,7038.379662533141,0.078278
4678,14,104.166656,4096,blockrandom,0.6,SpMM 1 Co,1319.4140884392027,0.0
4679,14,6.64656,4096,blockrandom,0.6,SpMM with Tensors,20678.20849762885,0.078278
4680,14,36.423679,4096,blockrandom,0.6,cuBLAS GeMM,3773.3407839444226,0.078278
4681,14,10.775552,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12754.701891095696,0.078278
4682,14,56.841473,4096,blockrandom,0.6,cuSPARSE CSR,2417.9344098278384,0.00197
4683,6,5.339264,1280,blockrandom,0.4,Dense on GPU Coalescence,785.5584589935992,inf
4684,6,0.695456,1280,blockrandom,0.4,Dense WMMA,6031.0127455942575,0.011157
4685,6,4.246528,1280,blockrandom,0.4,SpMM 1 Co,987.7019532191946,0.0
4686,6,0.334784,1280,blockrandom,0.4,SpMM with Tensors,12528.388453450583,0.011157
4687,6,37.406719,1280,blockrandom,0.4,cuBLAS GeMM,112.12702188609485,0.005257
4688,6,6.571424,1280,blockrandom,0.4,cuBLAS GeMM with Tensors,638.2640961837191,0.005257
4689,6,7.486464,1280,blockrandom,0.4,cuSPARSE CSR,560.2516755573793,0.000429
4690,9,166.207642,4096,blockrandom,0.5,Dense on GPU Coalescence,826.9111565399622,inf
4691,9,19.542015,4096,blockrandom,0.5,Dense WMMA,7032.998054294811,0.093495
4692,9,135.290009,4096,blockrandom,0.5,SpMM 1 Co,1015.8839849881302,0.0
4693,9,9.649472,4096,blockrandom,0.5,SpMM with Tensors,14243.157912888912,0.093495
4694,9,38.204224,4096,blockrandom,0.5,cuBLAS GeMM,3597.480568431386,0.093495
4695,9,11.357184,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12101.49923361284,0.093495
4696,9,71.094269,4096,blockrandom,0.5,cuSPARSE CSR,1933.1931448932964,0.002072
4697,10,1616.21814,8192,blockrandom,0.3,Dense on GPU Coalescence,680.2990268231985,inf
4698,10,843.643188,8192,blockrandom,0.3,Dense WMMA,1303.2898782512304,0.579965
4699,10,1445.657837,8192,blockrandom,0.3,SpMM 1 Co,760.561454885953,0.0
4700,10,261.270538,8192,blockrandom,0.3,SpMM with Tensors,4208.326113585757,0.579965
4701,10,71.434624,8192,blockrandom,0.3,cuBLAS GeMM,15391.858544338387,0.107448
4702,10,43.170593,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25468.995243498277,0.107448
4703,10,796.87677,8192,blockrandom,0.3,cuSPARSE CSR,1379.7762328747517,0.007724
4704,15,5.289984,1280,blockrandom,0.5,Dense on GPU Coalescence,792.8765001935734,inf
4705,15,0.690016,1280,blockrandom,0.5,Dense WMMA,6078.560497147892,0.009253
4706,15,3.547136,1280,blockrandom,0.5,SpMM 1 Co,1182.448036951501,0.0
4707,15,0.275872,1280,blockrandom,0.5,SpMM with Tensors,15203.804663032131,0.009253
4708,15,33.808384,1280,blockrandom,0.5,cuBLAS GeMM,124.06106130361037,0.004366
4709,15,6.351232,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,660.3921884761886,0.004366
4710,15,7.131264,1280,blockrandom,0.5,cuSPARSE CSR,588.1571626011882,0.000399
4711,12,166.744064,4096,blockrandom,0.3,Dense on GPU Coalescence,824.2509518779631,inf
4712,12,19.552223,4096,blockrandom,0.3,Dense WMMA,7029.326203572862,0.143269
4713,12,197.286011,4096,blockrandom,0.3,SpMM 1 Co,696.648245739025,0.0
4714,12,15.092736,4096,blockrandom,0.3,SpMM with Tensors,9106.298120632337,0.143269
4715,12,37.777153,4096,blockrandom,0.3,cuBLAS GeMM,3638.15011342967,0.143269
4716,12,11.102208,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,12379.425198302895,0.143269
4717,12,99.171326,4096,blockrandom,0.3,cuSPARSE CSR,1385.8739114973616,0.002729
4718,23,431.138824,5376,blockrandom,0.9,Dense on GPU Coalescence,720.7599442540577,inf
4719,23,248.344574,5376,blockrandom,0.9,Dense WMMA,1251.2759580243537,0.031195
4720,23,66.034691,5376,blockrandom,0.9,SpMM 1 Co,4705.823409577249,0.0
4721,23,5.75072,5376,blockrandom,0.9,SpMM with Tensors,54036.29367314006,0.031195
4722,23,43.099136,5376,blockrandom,0.9,cuBLAS GeMM,7210.065527810117,0.031195
4723,23,16.345217,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,19011.530697451122,0.031195
4724,23,33.658878,5376,blockrandom,0.9,cuSPARSE CSR,9232.262428711972,0.001466
4725,8,1654.714111,8192,blockrandom,0.7,Dense on GPU Coalescence,664.4722616836377,inf
4726,8,846.755859,8192,blockrandom,0.7,Dense WMMA,1298.4989901038286,0.240881
4727,8,664.554504,8192,blockrandom,0.7,SpMM 1 Co,1654.509330924646,0.0
4728,8,80.224258,8192,blockrandom,0.7,SpMM with Tensors,13705.475814759171,0.240881
4729,8,103.964638,8192,blockrandom,0.7,cuBLAS GeMM,10575.823173414023,0.043401
4730,8,42.751041,8192,blockrandom,0.7,cuBLAS GeMM with Tensors,25718.94396152833,0.043401
4731,8,323.824371,8192,blockrandom,0.7,cuSPARSE CSR,3395.3949308404585,0.005007
4732,13,164.674561,4096,blockrandom,0.7,Dense on GPU Coalescence,834.6095027513084,inf
4733,13,19.532801,4096,blockrandom,0.7,Dense WMMA,7036.315655496618,0.058691
4734,13,78.061569,4096,blockrandom,0.7,SpMM 1 Co,1760.6481042163014,0.0
4735,13,4.92544,4096,blockrandom,0.7,SpMM with Tensors,27903.893555093557,0.058691
4736,13,36.891712,4096,blockrandom,0.7,cuBLAS GeMM,3725.4696521538494,0.058691
4737,13,11.092256,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12390.532049747138,0.058691
4738,13,43.216671,4096,blockrandom,0.7,cuSPARSE CSR,3180.229996706595,0.001758
4739,23,5.324864,1280,blockrandom,0.5,Dense on GPU Coalescence,787.6828403504766,inf
4740,23,0.695296,1280,blockrandom,0.5,Dense WMMA,6032.40058910162,0.009248
4741,23,3.552256,1280,blockrandom,0.5,SpMM 1 Co,1180.7437301816085,0.0
4742,23,0.275456,1280,blockrandom,0.5,SpMM with Tensors,15226.765799256505,0.009248
4743,23,33.841793,1280,blockrandom,0.5,cuBLAS GeMM,123.93858682369459,0.004361
4744,23,6.325248,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,663.1050671847175,0.004361
4745,23,7.231488,1280,blockrandom,0.5,cuSPARSE CSR,580.0056641178137,0.000397
4746,15,5.283072,1280,blockrandom,0.9,Dense on GPU Coalescence,793.9138440664825,inf
4747,15,0.688992,1280,blockrandom,0.9,Dense WMMA,6087.594630997167,0.001438
4748,15,0.816128,1280,blockrandom,0.9,SpMM 1 Co,5139.272271016312,0.0
4749,15,0.117888,1280,blockrandom,0.9,SpMM with Tensors,35578.71878393051,0.001438
4750,15,33.73568,1280,blockrandom,0.9,cuBLAS GeMM,124.32842616482016,0.000664
4751,15,6.826304,1280,blockrandom,0.9,cuBLAS GeMM with Tensors,614.4326417340922,0.000664
4752,15,5.67568,1280,blockrandom,0.9,cuSPARSE CSR,738.9958560031573,0.000172
4753,15,5.2992,1280,blockrandom,0.6,Dense on GPU Coalescence,791.4975845410628,inf
4754,15,0.679936,1280,blockrandom,0.6,Dense WMMA,6168.674698795181,0.006866
4755,15,2.86208,1280,blockrandom,0.6,SpMM 1 Co,1465.474060822898,0.0
4756,15,0.233824,1280,blockrandom,0.6,SpMM with Tensors,17937.867798001917,0.006866
4757,15,33.736706,1280,blockrandom,0.6,cuBLAS GeMM,124.3246450913139,0.003306
4758,15,6.503424,1280,blockrandom,0.6,cuBLAS GeMM with Tensors,644.9378050700677,0.003306
4759,15,6.767712,1280,blockrandom,0.6,cuSPARSE CSR,619.7521407530344,0.000331
4760,27,1617.168335,8192,blockrandom,0.5,Dense on GPU Coalescence,679.899305458513,inf
4761,27,851.701721,8192,blockrandom,0.5,Dense WMMA,1290.9585605686477,0.376023
4762,27,1052.49585,8192,blockrandom,0.5,SpMM 1 Co,1044.670748845233,0.0
4763,27,129.574905,8192,blockrandom,0.5,SpMM with Tensors,8485.529105932974,0.376023
4764,27,72.702972,8192,blockrandom,0.5,cuBLAS GeMM,15123.338118502226,0.075901
4765,27,43.313248,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25385.11145079676,0.075901
4766,27,558.354431,8192,blockrandom,0.5,cuSPARSE CSR,1969.2001473092994,0.005772
4767,13,430.670837,5376,blockrandom,0.6,Dense on GPU Coalescence,721.5431555956504,inf
4768,13,245.92691,5376,blockrandom,0.6,Dense WMMA,1263.5770308828749,0.130997
4769,13,257.781769,5376,blockrandom,0.6,SpMM 1 Co,1205.4676944667876,0.0
4770,13,26.146816,5376,blockrandom,0.6,SpMM with Tensors,11884.720294509281,0.130997
4771,13,45.39328,5376,blockrandom,0.6,cuBLAS GeMM,6845.673957731188,0.130997
4772,13,16.923649,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,18361.73716153059,0.130997
4773,13,124.834114,5376,blockrandom,0.6,cuSPARSE CSR,2489.2842572824284,0.002862
4774,20,166.673401,4096,blockrandom,0.4,Dense on GPU Coalescence,824.6004020281556,inf
4775,20,19.548191,4096,blockrandom,0.4,Dense WMMA,7030.776068844427,0.120782
4776,20,166.677917,4096,blockrandom,0.4,SpMM 1 Co,824.5780601637829,0.0
4777,20,13.04592,4096,blockrandom,0.4,SpMM with Tensors,10535.014278180459,0.120782
4778,20,37.301441,4096,blockrandom,0.4,cuBLAS GeMM,3684.5480975386445,0.120782
4779,20,10.80832,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12716.032970156324,0.120782
4780,20,84.279617,4096,blockrandom,0.4,cuSPARSE CSR,1630.7496208958805,0.002516
4781,1,169.362427,4096,blockrandom,0.4,Dense on GPU Coalescence,811.507935417104,inf
4782,1,19.543936,4096,blockrandom,0.4,Dense WMMA,7032.306771368879,0.12069
4783,1,166.740997,4096,blockrandom,0.4,SpMM 1 Co,824.2661129823999,0.0
4784,1,13.090816,4096,blockrandom,0.4,SpMM with Tensors,10498.883604505632,0.12069
4785,1,37.720062,4096,blockrandom,0.4,cuBLAS GeMM,3643.6566162590084,0.12069
4786,1,10.621952,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12939.142774510748,0.12069
4787,1,84.696068,4096,blockrandom,0.4,cuSPARSE CSR,1622.7312166604947,0.002515
4788,28,428.928009,5376,blockrandom,0.9,Dense on GPU Coalescence,724.4749427216817,inf
4789,28,248.906754,5376,blockrandom,0.9,Dense WMMA,1248.449830140005,0.031144
4790,28,66.255875,5376,blockrandom,0.9,SpMM 1 Co,4690.113816352135,0.0
4791,28,5.691392,5376,blockrandom,0.9,SpMM with Tensors,54599.57682619648,0.031144
4792,28,44.639969,5376,blockrandom,0.9,cuBLAS GeMM,6961.196472873895,0.031144
4793,28,16.568447,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18755.38454219638,0.031144
4794,28,33.936417,5376,blockrandom,0.9,cuSPARSE CSR,9156.759087207114,0.001463
4795,6,1614.311768,8192,blockrandom,0.3,Dense on GPU Coalescence,681.102405106174,inf
4796,6,843.995544,8192,blockrandom,0.3,Dense WMMA,1302.7457734729462,0.58004
4797,6,1454.898804,8192,blockrandom,0.3,SpMM 1 Co,755.7306561480959,0.0
4798,6,240.379013,8192,blockrandom,0.3,SpMM with Tensors,4574.074974573591,0.58004
4799,6,69.794815,8192,blockrandom,0.3,cuBLAS GeMM,15753.485810887241,0.107373
4800,6,43.100769,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25510.25546147448,0.107373
4801,6,793.751953,8192,blockrandom,0.3,cuSPARSE CSR,1385.2080912939814,0.007725
4802,23,432.781311,5376,blockrandom,0.7,Dense on GPU Coalescence,718.0245238270005,inf
4803,23,277.383118,5376,blockrandom,0.7,Dense WMMA,1120.2830114268165,0.10138
4804,23,196.172806,5376,blockrandom,0.7,SpMM 1 Co,1584.050313028606,0.0
4805,23,17.955135,5376,blockrandom,0.7,SpMM with Tensors,17306.892694039896,0.10138
4806,23,43.172256,5376,blockrandom,0.7,cuBLAS GeMM,7197.85398177941,0.10138
4807,23,16.6656,5376,blockrandom,0.7,cuBLAS GeMM with Tensors,18646.049032258063,0.10138
4808,23,92.670143,5376,blockrandom,0.7,cuSPARSE CSR,3353.26551456816,0.002579
4809,18,5.270528,1280,blockrandom,0.9,Dense on GPU Coalescence,795.8033806100641,inf
